asset_id,date,name,end_date,ann_date,change_reason,source_id,available_at,decision_time
000883.SZ,20101223,湖北能源,,20101223,改名,tushare,20101223T16:00:00+08:00,20101223T09:00:00+08:00
600184.SH,20101213,光电股份,,20101208,改名,tushare,20101208T16:00:00+08:00,20101208T09:00:00+08:00
000561.SZ,20101208,烽火电子,,20101207,撤销*ST,tushare,20101207T16:00:00+08:00,20101207T09:00:00+08:00
000801.SZ,20101130,四川九洲,,20101130,改名,tushare,20101130T16:00:00+08:00,20101130T09:00:00+08:00
600824.SH,20101126,益民集团,,20101123,改名,tushare,20101123T16:00:00+08:00,20101123T09:00:00+08:00
600506.SH,20101111,ST香梨,20120823,20101110,摘星,tushare,20101110T16:00:00+08:00,20101110T09:00:00+08:00
000935.SZ,20101101,四川双马,,20101029,撤销ST,tushare,20101029T16:00:00+08:00,20101029T09:00:00+08:00
600157.SH,20101029,永泰能源,20200928,20101026,改名,tushare,20101026T16:00:00+08:00,20101026T09:00:00+08:00
002113.SZ,20101020,ST天润,20110427,20101019,ST,tushare,20101019T16:00:00+08:00,20101019T09:00:00+08:00
000738.SZ,20101015,中航动控,20170419,20101014,其他,tushare,20101014T16:00:00+08:00,20101014T09:00:00+08:00
000607.SZ,20101014,华智控股,20110418,20101014,改名,tushare,20101014T16:00:00+08:00,20101014T09:00:00+08:00
000818.SZ,20101013,*ST化工,20110929,20101013,改名,tushare,20101013T16:00:00+08:00,20101013T09:00:00+08:00
000732.SZ,20100930,ST三农,20110529,20100921,其他,tushare,20100921T16:00:00+08:00,20100921T09:00:00+08:00
002433.SZ,20100930,太安堂,20220927,20100930,改名,tushare,20100930T16:00:00+08:00,20100930T09:00:00+08:00
000557.SZ,20100930,*ST广夏,20160505,20100929,*ST,tushare,20100929T16:00:00+08:00,20100929T09:00:00+08:00
000519.SZ,20100929,江南红箭,20170109,20100929,改名,tushare,20100929T16:00:00+08:00,20100929T09:00:00+08:00
000796.SZ,20100927,易食股份,20151011,20100927,改名,tushare,20100927T16:00:00+08:00,20100927T09:00:00+08:00
600372.SH,20100921,ST昌河,20110602,20100913,恢复上市加N,tushare,20100913T16:00:00+08:00,20100913T09:00:00+08:00
600372.SH,20100920,NST昌河,20100920,20100913,其他,tushare,20100913T16:00:00+08:00,20100913T09:00:00+08:00
000507.SZ,20100916,珠海港,,20100916,改名,tushare,20100916T16:00:00+08:00,20100916T09:00:00+08:00
002059.SZ,20100916,云南旅游,,20100916,改名,tushare,20100916T16:00:00+08:00,20100916T09:00:00+08:00
000034.SZ,20100914,ST深泰,20110331,20100913,摘星,tushare,20100913T16:00:00+08:00,20100913T09:00:00+08:00
600728.SH,20100913,ST新太,20110807,20100910,摘星,tushare,20100910T16:00:00+08:00,20100910T09:00:00+08:00
600187.SH,20100826,国中水务,,20100825,撤销ST,tushare,20100825T16:00:00+08:00,20100825T09:00:00+08:00
002144.SZ,20100811,宏达高科,,20100811,改名,tushare,20100811T16:00:00+08:00,20100811T09:00:00+08:00
000750.SZ,20100806,SST集琦,20110808,20100805,摘星,tushare,20100805T16:00:00+08:00,20100805T09:00:00+08:00
600890.SH,20100719,ST中房,20120823,20100716,摘星,tushare,20100716T16:00:00+08:00,20100716T09:00:00+08:00
000598.SZ,20100714,兴蓉投资,20150629,20100714,改名,tushare,20100714T16:00:00+08:00,20100714T09:00:00+08:00
600892.SH,20100709,ST宝诚,20110227,20100706,改名,tushare,20100706T16:00:00+08:00,20100706T09:00:00+08:00
600340.SH,20100701,ST国祥,20111101,20100630,摘星,tushare,20100630T16:00:00+08:00,20100630T09:00:00+08:00
600701.SH,20100701,工大高新,20160424,20100630,撤销*ST,tushare,20100630T16:00:00+08:00,20100630T09:00:00+08:00
600130.SH,20100630,ST波导,20120716,20100629,摘星,tushare,20100629T16:00:00+08:00,20100629T09:00:00+08:00
600481.SH,20100629,双良节能,,20100623,改名,tushare,20100623T16:00:00+08:00,20100623T09:00:00+08:00
600104.SH,20120109,上汽集团,,20111230,其他,tushare,20111230T16:00:00+08:00,20111230T09:00:00+08:00
000028.SZ,20120104,国药一致,,20111231,改名,tushare,20111231T16:00:00+08:00,20111231T09:00:00+08:00
600077.SH,20111230,宋都股份,,20111226,改名,tushare,20111226T16:00:00+08:00,20111226T09:00:00+08:00
600449.SH,20111230,宁夏建材,,20111227,改名,tushare,20111227T16:00:00+08:00,20111227T09:00:00+08:00
600537.SH,20111230,亿晶光电,,20111228,改名,tushare,20111228T16:00:00+08:00,20111228T09:00:00+08:00
600637.SH,20111229,百视通,20150618,20111227,改名,tushare,20111227T16:00:00+08:00,20111227T09:00:00+08:00
600617.SH,20111222,ST联华,20130502,20111221,摘星,tushare,20111221T16:00:00+08:00,20111221T09:00:00+08:00
600084.SH,20111222,ST中葡,20120828,20111221,摘星,tushare,20111221T16:00:00+08:00,20111221T09:00:00+08:00
600885.SH,20111222,ST力阳,20121203,20111221,摘星,tushare,20111221T16:00:00+08:00,20111221T09:00:00+08:00
000426.SZ,20111222,兴业矿业,,20111222,改名,tushare,20111222T16:00:00+08:00,20111222T09:00:00+08:00
600301.SH,20111219,ST南化,20120827,20111216,摘星,tushare,20111216T16:00:00+08:00,20111216T09:00:00+08:00
600515.SH,20111216,ST海建,20120902,20111213,改名,tushare,20111213T16:00:00+08:00,20111213T09:00:00+08:00
000587.SZ,20111216,ST金叶,20120909,20111216,改名,tushare,20111216T16:00:00+08:00,20111216T09:00:00+08:00
600180.SH,20111215,ST九发,20120902,20111214,摘星,tushare,20111214T16:00:00+08:00,20111214T09:00:00+08:00
000719.SZ,20111202,大地传媒,20180114,20111125,其他,tushare,20111125T16:00:00+08:00,20111125T09:00:00+08:00
002204.SZ,20111201,大连重工,,20111201,改名,tushare,20111201T16:00:00+08:00,20111201T09:00:00+08:00
600984.SH,20111115,ST建机,20120716,20111114,摘星,tushare,20111114T16:00:00+08:00,20111114T09:00:00+08:00
600898.SH,20111114,三联商社,20170615,20111111,撤销ST,tushare,20111111T16:00:00+08:00,20111111T09:00:00+08:00
000603.SZ,20111111,ST盛达,20120507,20111111,改名,tushare,20111111T16:00:00+08:00,20111111T09:00:00+08:00
000676.SZ,20111110,ST思达,20130423,20111109,摘星,tushare,20111109T16:00:00+08:00,20111109T09:00:00+08:00
600340.SH,20111102,华夏幸福,,20111101,其他,tushare,20111101T16:00:00+08:00,20111101T09:00:00+08:00
600792.SH,20111101,云煤能源,,20111031,摘星改名,tushare,20111031T16:00:00+08:00,20111031T09:00:00+08:00
600077.SH,20111101,百科集团,20111229,20111031,撤销ST,tushare,20111031T16:00:00+08:00,20111031T09:00:00+08:00
600209.SH,20111101,ST罗顿,20120715,20111031,摘星,tushare,20111031T16:00:00+08:00,20111031T09:00:00+08:00
600145.SH,20111028,ST国创,20120828,20111027,摘星,tushare,20111027T16:00:00+08:00,20111027T09:00:00+08:00
000587.SZ,20111028,ST光明,20111215,20111027,摘星,tushare,20111027T16:00:00+08:00,20111027T09:00:00+08:00
000603.SZ,20111028,ST威达,20111110,20111027,摘星,tushare,20111027T16:00:00+08:00,20111027T09:00:00+08:00
000716.SZ,20111027,南方食品,20141111,20111026,撤销*ST,tushare,20111026T16:00:00+08:00,20111026T09:00:00+08:00
000509.SZ,20111026,SST华塑,20130501,20111025,摘星,tushare,20111025T16:00:00+08:00,20111025T09:00:00+08:00
000415.SZ,20111026,渤海租赁,20160222,20111025,其他,tushare,20111025T16:00:00+08:00,20111025T09:00:00+08:00
600313.SH,20111020,ST中农,20120711,20111013,恢复上市加N,tushare,20111013T16:00:00+08:00,20111013T09:00:00+08:00
600313.SH,20111019,NST中农,20111019,20111013,其他,tushare,20111013T16:00:00+08:00,20111013T09:00:00+08:00
002572.SZ,20111017,索菲亚,,20111017,改名,tushare,20111017T16:00:00+08:00,20111017T09:00:00+08:00
600094.SH,20111012,ST华源,20120229,20110928,恢复上市加N,tushare,20110928T16:00:00+08:00,20110928T09:00:00+08:00
000035.SZ,20111012,*ST科健,20140421,20111011,*ST,tushare,20111011T16:00:00+08:00,20111011T09:00:00+08:00
600094.SH,20111011,NST华源,20111011,20110928,其他,tushare,20110928T16:00:00+08:00,20110928T09:00:00+08:00
600633.SH,20110930,浙报传媒,20170413,20110923,恢复上市加N,tushare,20110923T16:00:00+08:00,20110923T09:00:00+08:00
000818.SZ,20110930,ST化工,20120312,20110929,摘星,tushare,20110929T16:00:00+08:00,20110929T09:00:00+08:00
600633.SH,20110929,N浙传媒,20110929,20110923,其他,tushare,20110923T16:00:00+08:00,20110923T09:00:00+08:00
002254.SZ,20110923,泰和新材,,20110923,改名,tushare,20110923T16:00:00+08:00,20110923T09:00:00+08:00
600656.SH,20110916,ST博元,20130129,20110914,改名,tushare,20110914T16:00:00+08:00,20110914T09:00:00+08:00
600165.SH,20110913,新日恒力,,20110907,改名,tushare,20110907T16:00:00+08:00,20110907T09:00:00+08:00
600681.SH,20110909,ST万鸿,20130130,20110901,恢复上市加N,tushare,20110901T16:00:00+08:00,20110901T09:00:00+08:00
600681.SH,20110908,NST万鸿,20110908,20110901,其他,tushare,20110901T16:00:00+08:00,20110901T09:00:00+08:00
600988.SH,20110906,ST宝龙,20130206,20110905,摘星,tushare,20110905T16:00:00+08:00,20110905T09:00:00+08:00
600608.SH,20110906,ST沪科,20130207,20110905,摘星,tushare,20110905T16:00:00+08:00,20110905T09:00:00+08:00
000677.SZ,20110905,ST海龙,20120422,20110902,ST,tushare,20110902T16:00:00+08:00,20110902T09:00:00+08:00
600891.SH,20110901,秋林集团,20190409,20110831,撤销ST,tushare,20110831T16:00:00+08:00,20110831T09:00:00+08:00
600057.SH,20110830,象屿股份,20180516,20110823,恢复上市加N,tushare,20110823T16:00:00+08:00,20110823T09:00:00+08:00
600057.SH,20110829,N象屿,20110829,20110823,其他,tushare,20110823T16:00:00+08:00,20110823T09:00:00+08:00
000981.SZ,20110826,ST兰光,20120408,20110819,其他,tushare,20110819T16:00:00+08:00,20110819T09:00:00+08:00
600699.SH,20110825,ST得亨,20120229,20110824,摘星,tushare,20110824T16:00:00+08:00,20110824T09:00:00+08:00
600562.SH,20110825,ST高陶,20120823,20110824,摘星,tushare,20110824T16:00:00+08:00,20110824T09:00:00+08:00
000656.SZ,20110823,金科股份,,20110822,其他,tushare,20110822T16:00:00+08:00,20110822T09:00:00+08:00
600757.SH,20110822,ST源发,20120325,20110819,摘星,tushare,20110819T16:00:00+08:00,20110819T09:00:00+08:00
600538.SH,20110822,ST国发,20120823,20110819,摘星,tushare,20110819T16:00:00+08:00,20110819T09:00:00+08:00
600727.SH,20110819,ST鲁北,20120626,20110812,恢复上市加N,tushare,20110812T16:00:00+08:00,20110812T09:00:00+08:00
000732.SZ,20110819,泰禾集团,,20110819,改名,tushare,20110819T16:00:00+08:00,20110819T09:00:00+08:00
600727.SH,20110818,NST鲁北,20110818,20110812,其他,tushare,20110812T16:00:00+08:00,20110812T09:00:00+08:00
000587.SZ,20110818,*ST光明,20111027,20110816,完成股改,tushare,20110816T16:00:00+08:00,20110816T09:00:00+08:00
000979.SZ,20110817,中弘股份,20181115,20110817,其他,tushare,20110817T16:00:00+08:00,20110817T09:00:00+08:00
002401.SZ,20110816,中海科技,20170504,20110816,改名,tushare,20110816T16:00:00+08:00,20110816T09:00:00+08:00
000035.SZ,20110811,ST科健,20111011,20110810,摘星,tushare,20110810T16:00:00+08:00,20110810T09:00:00+08:00
000750.SZ,20110809,国海证券,,20110806,其他,tushare,20110806T16:00:00+08:00,20110806T09:00:00+08:00
600490.SH,20110808,ST合臣,20120903,20110805,摘星,tushare,20110805T16:00:00+08:00,20110805T09:00:00+08:00
600728.SH,20110808,新太科技,20120329,20110805,撤销ST,tushare,20110805T16:00:00+08:00,20110805T09:00:00+08:00
000760.SZ,20110805,博盈投资,20140604,20110804,撤销*ST,tushare,20110804T16:00:00+08:00,20110804T09:00:00+08:00
600091.SH,20110804,ST明科,20150503,20110803,摘星,tushare,20110803T16:00:00+08:00,20110803T09:00:00+08:00
000502.SZ,20110803,绿景控股,,20110803,改名,tushare,20110803T16:00:00+08:00,20110803T09:00:00+08:00
600898.SH,20110726,ST三联,20111113,20110718,恢复上市加N,tushare,20110718T16:00:00+08:00,20110718T09:00:00+08:00
600898.SH,20110725,NST三联,20110725,20110718,其他,tushare,20110718T16:00:00+08:00,20110718T09:00:00+08:00
600723.SH,20110725,首商股份,,20110721,改名,tushare,20110721T16:00:00+08:00,20110721T09:00:00+08:00
600217.SH,20110722,ST秦岭,20120823,20110721,摘星,tushare,20110721T16:00:00+08:00,20110721T09:00:00+08:00
000586.SZ,20110721,汇源通信,,20110720,撤销ST,tushare,20110720T16:00:00+08:00,20110720T09:00:00+08:00
600145.SH,20110720,*ST国创,20111027,20110715,改名,tushare,20110715T16:00:00+08:00,20110715T09:00:00+08:00
600348.SH,20110712,阳泉煤业,,20110708,改名,tushare,20110708T16:00:00+08:00,20110708T09:00:00+08:00
000620.SZ,20110708,新华联,,20110701,其他,tushare,20110701T16:00:00+08:00,20110701T09:00:00+08:00
600702.SH,20110708,沱牌舍得,20180131,20110702,改名,tushare,20110702T16:00:00+08:00,20110702T09:00:00+08:00
600299.SH,20110708,ST新材,20120829,20110707,摘星,tushare,20110707T16:00:00+08:00,20110707T09:00:00+08:00
600711.SH,20110706,盛屯矿业,,20110702,改名,tushare,20110702T16:00:00+08:00,20110702T09:00:00+08:00
600080.SH,20110706,ST金花,20120611,20110705,摘星,tushare,20110705T16:00:00+08:00,20110705T09:00:00+08:00
600444.SH,20110705,ST国通,20120902,20110705,摘星,tushare,20110705T16:00:00+08:00,20110705T09:00:00+08:00
600539.SH,20110630,ST狮头,20140707,20110629,ST,tushare,20110629T16:00:00+08:00,20110629T09:00:00+08:00
000719.SZ,20110627,*ST鑫安,20111201,20110623,完成股改,tushare,20110623T16:00:00+08:00,20110623T09:00:00+08:00
600609.SH,20110624,ST金杯,20120821,20110623,摘星,tushare,20110623T16:00:00+08:00,20110623T09:00:00+08:00
600769.SH,20110624,ST祥龙,20130502,20110623,摘星,tushare,20110623T16:00:00+08:00,20110623T09:00:00+08:00
600355.SH,20110624,ST精伦,20120822,20110623,摘星,tushare,20110623T16:00:00+08:00,20110623T09:00:00+08:00
000673.SZ,20110622,ST当代,20130519,20110621,摘星,tushare,20110621T16:00:00+08:00,20110621T09:00:00+08:00
000040.SZ,20110620,宝安地产,20160714,20110620,改名,tushare,20110620T16:00:00+08:00,20110620T09:00:00+08:00
600963.SH,20110615,岳阳林纸,,20110610,改名,tushare,20110610T16:00:00+08:00,20110610T09:00:00+08:00
000516.SZ,20110615,开元投资,20150112,20110615,改名,tushare,20110615T16:00:00+08:00,20110615T09:00:00+08:00
600520.SH,20110610,中发科技,20160417,20110608,改名,tushare,20110608T16:00:00+08:00,20110608T09:00:00+08:00
600193.SH,20110608,创兴资源,20180502,20110603,改名,tushare,20110603T16:00:00+08:00,20110603T09:00:00+08:00
000703.SZ,20110608,恒逸石化,,20110607,其他,tushare,20110607T16:00:00+08:00,20110607T09:00:00+08:00
000004.SZ,20110608,国农科技,,20110607,撤销ST,tushare,20110607T16:00:00+08:00,20110607T09:00:00+08:00
002072.SZ,20110603,ST德棉,20130522,20110602,摘星,tushare,20110602T16:00:00+08:00,20110602T09:00:00+08:00
600372.SH,20110603,中航电子,,20110602,其他,tushare,20110602T16:00:00+08:00,20110602T09:00:00+08:00
600721.SH,20110603,百花村,20160307,20110602,撤销ST,tushare,20110602T16:00:00+08:00,20110602T09:00:00+08:00
000620.SZ,20110602,*ST圣方,20110707,20110531,完成股改,tushare,20110531T16:00:00+08:00,20110531T09:00:00+08:00
000908.SZ,20110601,ST天一,20130501,20110531,摘星,tushare,20110531T16:00:00+08:00,20110531T09:00:00+08:00
000981.SZ,20110530,*ST兰光,20110825,20110526,完成股改,tushare,20110526T16:00:00+08:00,20110526T09:00:00+08:00
000732.SZ,20110530,福建三农,20110818,20110527,撤销ST,tushare,20110527T16:00:00+08:00,20110527T09:00:00+08:00
600860.SH,20110527,ST北人,20120822,20110526,摘星,tushare,20110526T16:00:00+08:00,20110526T09:00:00+08:00
000408.SZ,20110526,ST金谷源,20121127,20110525,摘星,tushare,20110525T16:00:00+08:00,20110525T09:00:00+08:00
600179.SH,20110524,ST黑化,20120826,20110523,摘星,tushare,20110523T16:00:00+08:00,20110523T09:00:00+08:00
000958.SZ,20110523,ST东热,20130425,20110520,摘星,tushare,20110520T16:00:00+08:00,20110520T09:00:00+08:00
000759.SZ,20110523,中百集团,,20110523,改名,tushare,20110523T16:00:00+08:00,20110523T09:00:00+08:00
000953.SZ,20110520,ST河化,20130425,20110519,摘星,tushare,20110519T16:00:00+08:00,20110519T09:00:00+08:00
000504.SZ,20110517,ST传媒,20131028,20110516,摘星,tushare,20110516T16:00:00+08:00,20110516T09:00:00+08:00
000922.SZ,20110516,ST阿继,20120920,20110513,摘星,tushare,20110513T16:00:00+08:00,20110513T09:00:00+08:00
000572.SZ,20110512,海马汽车,20190423,20110512,改名,tushare,20110512T16:00:00+08:00,20110512T09:00:00+08:00
000792.SZ,20110512,盐湖股份,20190429,20110512,改名,tushare,20110512T16:00:00+08:00,20110512T09:00:00+08:00
000930.SZ,20110511,中粮生化,20190924,20110511,改名,tushare,20110511T16:00:00+08:00,20110511T09:00:00+08:00
600722.SH,20110506,ST金化,20130130,20110505,摘星,tushare,20110505T16:00:00+08:00,20110505T09:00:00+08:00
600515.SH,20110506,ST筑信,20111215,20110505,摘星,tushare,20110505T16:00:00+08:00,20110505T09:00:00+08:00
600077.SH,20110506,ST百科,20111031,20110505,摘星,tushare,20110505T16:00:00+08:00,20110505T09:00:00+08:00
600671.SH,20110504,*ST天目,20120610,20110503,*ST,tushare,20110503T16:00:00+08:00,20110503T09:00:00+08:00
600766.SH,20110504,ST园城,20120501,20110503,ST,tushare,20110503T16:00:00+08:00,20110503T09:00:00+08:00
002200.SZ,20110504,*ST大地,20140304,20110503,*ST,tushare,20110503T16:00:00+08:00,20110503T09:00:00+08:00
600704.SH,20110503,物产中大,,20110426,其他,tushare,20110426T16:00:00+08:00,20110426T09:00:00+08:00
000409.SZ,20110503,*ST泰复,20120522,20110429,*ST,tushare,20110429T16:00:00+08:00,20110429T09:00:00+08:00
600740.SH,20110503,山西焦化,,20110429,撤销*ST,tushare,20110429T16:00:00+08:00,20110429T09:00:00+08:00
600714.SH,20110429,金瑞矿业,,20110428,撤销ST,tushare,20110428T16:00:00+08:00,20110428T09:00:00+08:00
600715.SH,20110429,*ST松辽,20120527,20110428,*ST,tushare,20110428T16:00:00+08:00,20110428T09:00:00+08:00
002113.SZ,20110428,*ST天润,20120521,20110427,*ST,tushare,20110427T16:00:00+08:00,20110427T09:00:00+08:00
000545.SZ,20110428,*ST吉药,20130725,20110427,*ST,tushare,20110427T16:00:00+08:00,20110427T09:00:00+08:00
600960.SH,20110427,渤海活塞,20180605,20110421,其他,tushare,20110421T16:00:00+08:00,20110421T09:00:00+08:00
600281.SH,20110427,*ST太化,20120527,20110426,*ST,tushare,20110426T16:00:00+08:00,20110426T09:00:00+08:00
600327.SH,20110426,大东方,,20110421,改名,tushare,20110421T16:00:00+08:00,20110421T09:00:00+08:00
600074.SH,20110426,*ST中达,20120611,20110425,*ST,tushare,20110425T16:00:00+08:00,20110425T09:00:00+08:00
600228.SH,20110426,*ST昌九,20120610,20110425,*ST,tushare,20110425T16:00:00+08:00,20110425T09:00:00+08:00
000737.SZ,20110425,*ST南风,20120521,20110422,*ST,tushare,20110422T16:00:00+08:00,20110422T09:00:00+08:00
000595.SZ,20110420,*ST西轴,20130402,20110419,*ST,tushare,20110419T16:00:00+08:00,20110419T09:00:00+08:00
000703.SZ,20110419,ST光华,20110607,20110418,摘星,tushare,20110418T16:00:00+08:00,20110418T09:00:00+08:00
001896.SZ,20110419,豫能控股,,20110418,撤销*ST,tushare,20110418T16:00:00+08:00,20110418T09:00:00+08:00
000607.SZ,20110419,*ST华控,20120626,20110418,*ST,tushare,20110418T16:00:00+08:00,20110418T09:00:00+08:00
600876.SH,20110419,洛阳玻璃,,20110418,撤销ST,tushare,20110418T16:00:00+08:00,20110418T09:00:00+08:00
600373.SH,20110414,中文传媒,,20110413,撤销*ST,tushare,20110413T16:00:00+08:00,20110413T09:00:00+08:00
600131.SH,20110414,岷江水电,20200227,20110413,撤销*ST,tushare,20110413T16:00:00+08:00,20110413T09:00:00+08:00
000430.SZ,20110413,ST张家界,20120424,20110412,摘星,tushare,20110412T16:00:00+08:00,20110412T09:00:00+08:00
000973.SZ,20110413,佛塑科技,,20110413,改名,tushare,20110413T16:00:00+08:00,20110413T09:00:00+08:00
000902.SZ,20110412,中国服装,20140326,20110411,撤销*ST,tushare,20110411T16:00:00+08:00,20110411T09:00:00+08:00
002075.SZ,20110408,沙钢股份,,20110330,撤销*ST,tushare,20110330T16:00:00+08:00,20110330T09:00:00+08:00
000415.SZ,20110408,ST汇通,20111025,20110407,摘星,tushare,20110407T16:00:00+08:00,20110407T09:00:00+08:00
600242.SH,20110407,中昌海运,20150503,20110406,撤销ST,tushare,20110406T16:00:00+08:00,20110406T09:00:00+08:00
000736.SZ,20110407,重庆实业,20121219,20110406,撤销ST,tushare,20110406T16:00:00+08:00,20110406T09:00:00+08:00
600698.SH,20110406,*ST轻骑,20130704,20110401,*ST,tushare,20110401T16:00:00+08:00,20110401T09:00:00+08:00
000034.SZ,20110401,深信泰丰,20160424,20110331,撤销ST,tushare,20110331T16:00:00+08:00,20110331T09:00:00+08:00
000673.SZ,20110401,*ST当代,20110621,20110401,改名,tushare,20110401T16:00:00+08:00,20110401T09:00:00+08:00
000976.SZ,20110329,春晖股份,20150310,20110328,撤销*ST,tushare,20110328T16:00:00+08:00,20110328T09:00:00+08:00
600792.SH,20110329,*ST马龙,20111031,20110328,*ST,tushare,20110328T16:00:00+08:00,20110328T09:00:00+08:00
000629.SZ,20110328,攀钢钒钛,20160502,20110325,撤销*ST,tushare,20110325T16:00:00+08:00,20110325T09:00:00+08:00
600783.SH,20110321,鲁信创投,,20110316,改名,tushare,20110316T16:00:00+08:00,20110316T09:00:00+08:00
600604.SH,20110315,*ST二纺,20120904,20110314,*ST,tushare,20110314T16:00:00+08:00,20110314T09:00:00+08:00
600873.SH,20110311,梅花集团,20140408,20110308,改名,tushare,20110308T16:00:00+08:00,20110308T09:00:00+08:00
600711.SH,20110304,雄震矿业,20110705,20110303,撤销ST,tushare,20110303T16:00:00+08:00,20110303T09:00:00+08:00
600083.SH,20110302,*ST博信,20120425,20110301,*ST,tushare,20110301T16:00:00+08:00,20110301T09:00:00+08:00
600891.SH,20110301,ST秋林,20110831,20110222,完成股改,tushare,20110222T16:00:00+08:00,20110222T09:00:00+08:00
000892.SZ,20110228,*ST星美,20130327,20110225,*ST,tushare,20110225T16:00:00+08:00,20110225T09:00:00+08:00
600892.SH,20110228,*ST宝诚,20120425,20110225,*ST,tushare,20110225T16:00:00+08:00,20110225T09:00:00+08:00
600403.SH,20110224,大有能源,20170326,20110216,改名,tushare,20110216T16:00:00+08:00,20110216T09:00:00+08:00
600335.SH,20110223,*ST盛工,20120426,20110222,*ST,tushare,20110222T16:00:00+08:00,20110222T09:00:00+08:00
000639.SZ,20110223,西王食品,,20110223,改名,tushare,20110223T16:00:00+08:00,20110223T09:00:00+08:00
000602.SZ,20110218,*ST金马,20120415,20110217,*ST,tushare,20110217T16:00:00+08:00,20110217T09:00:00+08:00
600365.SH,20110216,*ST通葡,20120815,20110215,*ST,tushare,20110215T16:00:00+08:00,20110215T09:00:00+08:00
600678.SH,20110201,*ST金顶,20130203,20110131,*ST,tushare,20110131T16:00:00+08:00,20110131T09:00:00+08:00
000536.SZ,20110201,华映科技,20200428,20110201,改名,tushare,20110201T16:00:00+08:00,20110201T09:00:00+08:00
600203.SH,20110127,*ST福日,20120425,20110126,*ST,tushare,20110126T16:00:00+08:00,20110126T09:00:00+08:00
600760.SH,20110124,中航黑豹,20130401,20110120,改名,tushare,20110120T16:00:00+08:00,20110120T09:00:00+08:00
000408.SZ,20110118,*ST金谷,20110525,20110118,改名,tushare,20110118T16:00:00+08:00,20110118T09:00:00+08:00
600261.SH,20110111,阳光照明,,20110106,改名,tushare,20110106T16:00:00+08:00,20110106T09:00:00+08:00
002145.SZ,20121227,中核钛白,,20121226,撤销*ST,tushare,20121226T16:00:00+08:00,20121226T09:00:00+08:00
000768.SZ,20121227,中航飞机,,20121227,改名,tushare,20121227T16:00:00+08:00,20121227T09:00:00+08:00
000791.SZ,20121227,甘肃电投,,20121227,改名,tushare,20121227T16:00:00+08:00,20121227T09:00:00+08:00
600532.SH,20121221,宏达矿业,,20121218,改名,tushare,20121218T16:00:00+08:00,20121218T09:00:00+08:00
000736.SZ,20121220,中房地产,20171026,20121220,改名,tushare,20121220T16:00:00+08:00,20121220T09:00:00+08:00
600532.SH,20121212,华阳科技,20121220,20121211,撤销*ST,tushare,20121211T16:00:00+08:00,20121211T09:00:00+08:00
000665.SZ,20121211,湖北广电,,20121211,改名,tushare,20121211T16:00:00+08:00,20121211T09:00:00+08:00
600885.SH,20121204,ST宏发,20130225,20121129,改名,tushare,20121129T16:00:00+08:00,20121129T09:00:00+08:00
000408.SZ,20121128,金谷源,20160427,20121127,撤销ST,tushare,20121127T16:00:00+08:00,20121127T09:00:00+08:00
600882.SH,20121123,华联矿业,20160825,20121122,摘星改名,tushare,20121122T16:00:00+08:00,20121122T09:00:00+08:00
600868.SH,20121115,梅雁吉祥,,20121110,改名,tushare,20121110T16:00:00+08:00,20121110T09:00:00+08:00
000156.SZ,20121019,华数传媒,,20121012,其他,tushare,20121012T16:00:00+08:00,20121012T09:00:00+08:00
600706.SH,20120928,曲江文旅,,20120927,改名,tushare,20120927T16:00:00+08:00,20120927T09:00:00+08:00
600265.SH,20120927,ST景谷,20130502,20120926,ST,tushare,20120926T16:00:00+08:00,20120926T09:00:00+08:00
600180.SH,20120921,瑞茂通,,20120918,改名,tushare,20120918T16:00:00+08:00,20120918T09:00:00+08:00
000922.SZ,20120921,ST佳电,20130124,20120921,改名,tushare,20120921T16:00:00+08:00,20120921T09:00:00+08:00
600604.SH,20120920,市北高新,,20120915,改名,tushare,20120915T16:00:00+08:00,20120915T09:00:00+08:00
600098.SH,20120918,广州发展,,20120914,改名,tushare,20120914T16:00:00+08:00,20120914T09:00:00+08:00
000587.SZ,20120910,金叶珠宝,20160424,20120907,撤销ST,tushare,20120907T16:00:00+08:00,20120907T09:00:00+08:00
600604.SH,20120905,二纺机,20120919,20120904,撤销*ST,tushare,20120904T16:00:00+08:00,20120904T09:00:00+08:00
600706.SH,20120904,长安信息,20120927,20120903,撤销ST,tushare,20120903T16:00:00+08:00,20120903T09:00:00+08:00
600074.SH,20120904,中达股份,20130425,20120903,撤销ST,tushare,20120903T16:00:00+08:00,20120903T09:00:00+08:00
600490.SH,20120904,中科合臣,20130724,20120903,撤销ST,tushare,20120903T16:00:00+08:00,20120903T09:00:00+08:00
600640.SH,20120903,号百控股,,20120829,改名,tushare,20120829T16:00:00+08:00,20120829T09:00:00+08:00
600444.SH,20120903,国通管业,20130501,20120831,撤销ST,tushare,20120831T16:00:00+08:00,20120831T09:00:00+08:00
600180.SH,20120903,九发股份,20120920,20120831,撤销ST,tushare,20120831T16:00:00+08:00,20120831T09:00:00+08:00
600515.SH,20120903,海岛建设,20160128,20120831,撤销ST,tushare,20120831T16:00:00+08:00,20120831T09:00:00+08:00
600705.SH,20120831,ST航投,20130205,20120823,恢复上市加N,tushare,20120823T16:00:00+08:00,20120823T09:00:00+08:00
600894.SH,20120831,广日股份,,20120830,摘星改名,tushare,20120830T16:00:00+08:00,20120830T09:00:00+08:00
